Month,AMP,ABC,AME,AMGN,APH,APC,ADI,ANTM,AON,APA,AWK,AMT,AIG,AXP,AEP,AAL,AMZN,MO,AAPL,ALL,ADS,ALXN,LNT,AGN,ALB,ALK,AKAM,APD,A,AFL,AMG,AET,AES,AAP,ADBE,AYI,ATVI,CAN,ABBV,ABT,MMM,AVB,AVY,BHI,BLL,BAC,BK,BCR,BAX,BBT,BDX,AMAT,ADM,AJG,AIZ,T,ADSK,ADP,AN,AZO,BSX,BBBY,BRK.B,BBY,BIIB,BLK,HRB,BA,BWA,BXP,CHRW,BMY,AVGO,BF.B,COG,CPB,COF,CBOE,HSIC,KMX,CCL,CAT,CBG,CBS,CELG,CNC,CNP,CTL,CERN,CF,CINF,SCHW,CHTR,CHK,CVX,CMG,CB,CHD,CI,XEC,CINF,CTAS,CSCO,C,CFG,CTXS,CLX,CME,CMS,COH,KO,CTSH,CL,CMCSA,CMA,CAG,CXO,COP,ED,STZ,GLW,COST,COTY,CCI,CSRA,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DLPH,DAL,XRAY,DVN,DFS,DISH,DG,DLTR,D,DOV,DOW,DPS,DTE,DD,DUK,DNB,ETFC,EMN,ETN,EBAY,EIX,EW,EA,EMR,ETR,EVHC,EOC,EQT,EFX,EQIX,EQR,EL,ES,EXC,EXPD,ESRX,EXR,XOM,FFIV,FB,FAST,FRT,FDX,FIS,FISV,FLIR,FLS,FLR,FMC,FTI,FL,F,FBHS,FCX,FTR,GPS,GRMN,GD,GE,GGP,GIS,GM,GPC,GILD,GPN,GS,GT,GWW,HAL,HBI,HOG,HAR,HRS,HIG,HAS,HCA,HSIC,HES,HPE,HOLX,HD,HON,HRL,HUM,HBAN,IDXX,ITW,ILMN,IR,INTC,ICE,IBM,INCY,IP,IPG,IFF,INTU,ISRG,IVZ,JEC,JBHT,SJM,JNJ,JPM,JNPR,KSU,K,KEY,KMB,KIM,KMI,KLAC,KSS,KHC,KR,LB,LLL,LH,LRCX,LEG,LEN,LVLT,LUK,LLY,LNC,LKQ,LMT,L,LYB,MTB,MAC,MNK,MRO,MPC,MAR,MMC,MLM,MA,MAT,MKC,MCD,MCK,MJN,MDT,MRK,MET,MTD,KORS,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MON,MNST,MS,MCO,MOS,MSI,MUR,MYL,NDAQ,NOV,NAVI,NTAP,NFLX,NWL,NFX,NEM,NEE,NLSN,NKE,NI,NBL,JWN,NSC,NTRS,NOC,NRG,NUE,NVDA,ORLY,OXY,OMC,OKE,ORCL,PCAR,PH,PDCO,PAYX,PYPL,PNR,PBCT,PEP,PKI,PRGO,PFE,PM,PSX,PNW,PXD,PNC,RL,PPG,PPL,PX,PCLN,PFG,PG,PGR,PRU,PSA,PVH,QRVO,PWR,QCOM,DGX,RRC,RTN,O,RHT,REG,REGN,RF,RSG,RAI,RHI,ROK,COL,ROP,ROST,R,CRM,SCG,SLB,SNI,STX,SEE,SRE,SHW,SIG,SPG,SWKS,SLG,LUV,SWN,SPGI,SWK,SBUX,SRCL,SYK,STI,SYMC,SYF,SYY,TROW,TGT,TEL,TGNA,TDC,TSO,TXN,TXT,HSY,TRV,TMO,TIF,TJX,TSCO,TDG,RIG,TRIP,TSN,UDR,ULTA,USB,UNP,UL,UNH,UPS,URI,UTX,UHS,UNM,URBN,VFC,VLO,VAR,VTR,VRSN,VRSK,VZ,VRTX,VIAB,V,VNO,VMC,WMT,DIS,WM,WAT,WEC,WFC,HCN,HCN,WDC,WI,WHR,WFM,WMB,WLTW,WYN,WYNN,XEL,XRX,XLNX,XYL,YHOO,YUM,ZBH,ZION,ZTS
2014-03,42,46,24,14,19,40,9,65,44,20,53,44,5,72,43,47,56,24,39,70,30,64,60,34,23,15,43,25,23,50,15,59,45,88,41,53,15,43,58,32,57,32,23,52,47,64,32,32,36,80,39,22,54,60,71,63,71,58,76,78,24,47,45,34,24,68,43,79,46,14,76,18,25,37,50,32,87,26,80,77,47,79,56,35,87,47,19,87,66,46,40,50,52,24,90,79,24,38,59,56,43,85,34,48,40,41,56,51,18,35,41,86,44,65,64,11,70,38,32,25,30,66,52,24,31,37,83,54,29,25,83,79,65,10,48,53,37,27,66,40,42,47,27,36,52,21,32,82,20,36,27,61,61,22,33,68,35,42,17,42,33,39,58,41,65,14,40,52,79,67,29,90,77,82,17,74,46,26,56,36,60,46,48,64,60,23,37,47,52,41,21,51,2,25,39,35,69,29,23,49,68,24,37,62,27,18,34,17,53,80,34,40,56,75,42,50,70,80,68,33,88,33,33,23,13,19,29,41,42,51,35,34,55,55,29,34,54,60,51,22,45,44,28,48,21,35,0,59,45,32,76,38,35,38,47,7,20,27,65,19,77,10,75,20,23,41,59,43,7,35,72,8,51,84,51,33,39,18,86,33,62,25,21,21,38,46,27,81,27,16,27,19,55,16,40,42,82,65,0,80,57,27,31,30,40,25,78,93,67,63,44,31,21,53,43,24,24,36,31,51,27,49,34,54,51,91,63,54,48,16,14,27,26,61,14,49,58,62,34,68,32,68,52,39,89,31,69,79,0,53,63,76,32,19,40,4,20,64,76,51,35,39,23,32,16,75,15,75,59,42,17,27,49,25,73,32,7,16,27,65,44,31,54,60,38,47,64,3,1,52,36,54,88,13,82,56,16,18,34,29,78,44,59,70,14,18,70,45,72,38,25,37,6,64,58,52,23,47,42,63,64,46,26,44,6,27,46,37,9,80,21,47,56,67,5,24,53,82,35,35,49,14,57,85,21,0,43,6,69,30,22,60,63,37,32,33,43
2014-04,42,45,25,16,19,48,9,59,42,19,51,46,5,73,42,46,55,21,38,68,30,77,64,57,29,16,46,25,23,50,14,57,53,89,42,61,14,41,65,33,58,29,22,58,50,64,41,33,35,80,38,21,55,68,68,62,71,58,76,77,25,45,36,31,25,67,37,44,41,19,83,17,27,32,55,27,87,25,78,75,37,79,55,27,90,48,18,85,73,47,46,49,52,25,87,79,25,34,59,46,43,86,34,46,38,43,55,51,19,32,39,84,40,64,67,10,69,37,28,27,29,67,51,22,30,37,81,59,30,27,82,81,79,9,46,50,40,27,63,43,47,45,25,37,58,24,34,68,19,32,26,63,58,20,33,67,35,43,18,52,33,39,60,41,59,15,44,50,79,71,29,92,77,89,15,76,34,26,55,40,56,42,65,66,60,24,39,46,52,43,21,52,3,28,41,43,81,25,23,50,69,25,38,67,27,18,36,17,53,78,33,39,55,85,40,48,68,79,71,37,88,34,33,22,13,20,29,45,50,51,56,33,54,56,30,35,54,61,61,23,46,43,30,50,20,42,0,63,47,31,79,56,37,35,45,6,23,27,62,19,87,12,76,28,26,45,55,41,6,42,69,8,51,88,53,34,38,18,83,34,53,25,21,22,37,46,29,81,29,18,28,20,51,15,42,43,77,64,1,77,53,28,41,37,48,23,79,86,73,64,45,32,20,49,39,23,24,40,30,53,28,56,33,57,52,91,74,50,71,16,15,34,35,60,18,58,61,65,34,65,32,62,53,38,85,31,68,80,0,50,66,82,33,18,32,5,22,56,78,52,29,38,23,30,25,75,15,77,48,43,21,28,49,26,79,23,8,19,31,60,43,29,54,63,49,47,65,3,1,55,35,53,86,12,83,58,16,17,35,30,80,44,51,77,11,18,72,73,79,37,24,40,9,65,60,60,25,46,46,64,63,42,27,43,8,28,43,36,9,79,18,52,56,68,5,23,56,83,49,49,48,15,57,89,21,0,47,5,74,30,22,56,61,43,50,21,42
2014-05,39,42,25,32,19,39,9,56,44,20,55,50,5,72,43,46,55,19,39,68,25,61,63,54,19,20,42,23,21,48,15,52,42,89,40,52,17,41,58,33,58,28,23,59,53,62,32,30,33,79,38,22,55,67,62,60,68,56,78,79,25,47,40,30,22,64,8,32,45,13,73,17,32,34,36,23,85,23,78,72,38,79,55,24,72,46,19,85,63,42,39,43,50,24,88,83,24,34,57,48,41,85,33,45,38,41,55,46,17,36,40,78,42,63,63,10,94,35,28,25,29,70,57,21,34,35,80,56,30,25,90,78,84,9,47,50,35,28,60,47,50,49,21,36,58,23,34,70,18,28,25,63,62,20,32,72,34,40,37,67,33,37,59,43,59,16,43,54,74,75,27,90,78,88,12,75,34,27,53,38,62,43,63,61,60,21,39,48,51,45,20,52,3,22,39,35,60,26,23,45,68,24,35,69,29,18,34,16,52,79,37,38,56,92,42,45,68,80,70,36,82,32,32,22,13,22,29,46,43,40,29,33,55,51,26,32,48,56,50,23,45,43,30,48,19,36,0,65,48,30,79,43,36,34,44,5,21,24,60,18,95,11,76,23,23,48,60,42,6,34,71,7,47,85,50,33,39,20,82,32,57,23,19,20,40,42,27,93,34,16,25,19,67,17,37,42,79,65,1,76,51,28,31,31,37,23,78,89,71,66,49,30,22,48,36,23,24,42,42,52,26,54,35,49,53,91,85,53,78,16,14,42,28,63,15,55,59,66,34,69,32,64,51,36,83,29,75,83,0,56,62,84,34,18,25,4,20,55,77,54,35,38,24,28,28,77,17,79,47,43,18,26,50,24,79,27,8,17,22,62,36,27,52,68,39,47,66,3,2,51,30,53,88,10,84,60,16,15,33,30,78,47,55,76,20,20,74,49,81,36,22,39,6,63,59,60,22,52,43,61,65,43,28,48,6,25,43,39,7,79,18,45,57,65,6,22,51,82,40,40,46,15,58,86,19,0,42,6,72,30,21,56,62,40,36,22,43
2014-06,39,51,24,13,19,43,9,57,43,22,58,46,5,75,48,45,55,20,42,69,28,63,75,47,22,12,42,26,22,48,17,53,39,85,39,55,14,42,71,32,57,26,20,56,62,61,31,35,32,78,36,22,53,64,67,59,60,58,77,77,24,47,31,32,22,62,6,31,43,13,72,17,28,33,37,21,85,25,80,70,40,79,55,19,85,51,19,87,68,45,42,45,53,23,85,80,26,34,59,36,38,88,32,45,37,42,61,45,16,40,37,80,41,66,62,11,65,34,28,21,30,69,54,23,33,33,80,56,26,27,77,83,75,10,47,48,37,26,64,48,49,48,25,36,55,39,31,68,19,29,27,63,57,19,30,69,35,42,28,51,34,38,59,39,53,15,39,53,74,73,27,89,77,89,14,74,33,24,54,41,56,41,54,54,58,25,41,46,50,46,20,51,3,22,38,33,57,23,25,44,69,26,44,72,30,18,35,17,51,78,33,37,63,86,43,40,62,76,71,31,80,34,31,28,12,17,29,41,34,40,29,32,54,55,28,33,51,57,51,22,43,43,33,47,19,33,0,62,47,30,82,41,36,35,46,5,20,27,57,17,86,10,74,29,22,53,59,44,7,38,69,7,45,85,53,34,56,18,84,32,54,22,20,19,35,46,30,75,28,16,25,19,61,16,40,40,67,63,1,77,55,26,38,30,51,25,84,85,69,58,52,32,19,51,36,23,30,38,25,49,26,53,34,51,55,87,84,52,53,16,13,26,25,61,14,59,59,65,35,71,32,69,51,34,83,28,71,83,1,42,59,83,38,18,33,4,18,50,76,55,32,40,23,29,27,74,17,80,50,42,16,26,52,24,77,28,8,18,24,64,43,21,54,61,46,46,61,3,5,52,33,55,89,11,87,57,15,14,32,38,75,42,68,70,26,18,80,53,71,34,22,40,8,64,58,59,23,50,44,59,63,42,27,46,5,24,45,63,6,80,18,47,58,67,43,24,74,78,37,37,44,18,58,86,27,0,36,4,77,29,18,49,61,33,36,18,40
2014-07,42,45,25,16,20,40,8,59,46,21,59,50,5,76,49,46,57,23,40,71,31,64,71,51,34,31,42,27,23,47,18,55,36,90,37,55,14,44,100,34,59,26,21,57,78,63,34,31,32,82,36,27,56,70,70,60,58,62,86,81,24,55,34,33,21,69,9,63,44,16,76,16,28,32,42,20,89,26,83,74,41,81,58,22,79,47,20,93,72,41,43,47,55,24,88,80,26,29,62,34,47,86,31,49,33,42,60,46,18,43,35,89,47,69,65,9,67,34,32,24,32,72,59,23,32,37,83,55,28,30,79,86,73,9,49,50,37,26,65,53,53,54,21,36,57,80,30,71,19,29,26,67,58,19,30,65,35,46,25,40,32,37,60,42,52,18,41,56,80,74,28,90,76,92,18,81,33,26,57,39,55,43,52,58,61,32,44,49,50,48,22,53,3,23,38,37,77,27,24,46,74,25,42,67,29,19,36,20,52,81,33,39,58,85,44,44,59,79,79,29,81,34,31,29,13,21,32,39,32,41,36,32,54,59,26,34,51,57,55,22,45,45,30,46,17,35,0,68,45,35,87,47,39,37,42,5,19,28,62,18,85,10,76,26,21,44,61,45,7,45,74,8,46,84,56,35,43,17,86,33,64,23,19,19,37,47,29,77,22,11,27,19,42,17,43,49,64,62,1,80,57,27,40,38,37,23,81,99,71,68,55,34,19,49,36,21,27,38,26,51,26,67,33,60,59,89,79,58,50,16,16,26,27,63,16,58,63,70,36,76,34,73,52,37,88,28,72,86,1,53,65,88,33,19,26,4,22,56,75,61,100,40,24,30,29,78,18,86,46,42,20,27,67,25,88,26,8,19,20,65,39,19,54,63,46,44,65,3,11,55,34,60,89,16,92,63,14,17,33,32,81,44,68,68,20,18,96,53,73,39,23,42,6,67,61,62,24,52,46,62,64,44,26,47,5,32,45,45,6,84,20,45,63,68,28,24,69,80,43,43,46,15,62,87,22,0,40,5,76,30,19,49,60,41,33,23,38
2014-08,41,43,24,14,17,39,8,56,43,24,58,48,5,76,47,43,60,19,42,70,23,62,66,43,25,9,41,25,20,48,15,55,41,93,38,58,15,43,64,31,57,27,22,57,86,63,30,29,32,78,36,25,56,65,67,61,62,63,88,81,25,55,43,36,22,63,8,36,45,14,72,14,33,34,46,23,93,21,76,75,38,81,52,25,69,45,19,98,100,46,39,45,72,22,91,78,24,31,58,41,43,87,31,47,32,39,64,46,14,31,35,86,48,70,65,9,72,34,30,26,30,71,56,23,27,35,84,56,26,23,75,81,71,9,46,46,33,24,70,52,55,47,25,36,55,45,29,74,18,28,26,63,59,18,29,66,35,45,24,40,31,35,59,38,54,16,41,55,74,78,28,100,76,88,18,78,33,25,75,36,55,43,45,71,60,16,36,48,50,47,21,51,3,23,36,38,68,25,24,45,69,26,46,66,33,16,35,18,52,73,33,40,56,79,42,46,64,84,80,28,78,32,33,26,12,19,29,35,30,39,29,29,52,57,27,30,49,53,56,23,45,42,29,89,17,39,0,69,39,32,89,40,36,33,40,5,18,28,61,18,79,10,79,26,25,45,64,43,6,40,72,8,48,83,53,32,41,16,84,30,64,23,18,19,43,45,24,74,21,45,24,18,44,16,45,42,67,63,3,74,59,25,34,30,54,23,84,89,70,62,53,33,19,55,34,22,24,38,24,56,25,51,33,49,54,91,68,53,45,14,15,24,25,72,14,67,71,68,33,70,33,64,51,39,87,28,73,80,4,52,63,90,30,18,32,4,16,62,76,57,43,39,22,29,19,81,17,78,46,43,18,28,52,25,81,28,8,18,22,58,45,26,52,61,42,42,65,3,17,54,30,61,86,18,84,57,18,15,35,30,73,44,55,67,16,19,100,51,69,39,21,46,5,66,59,58,21,53,45,63,70,43,25,48,5,23,46,37,6,82,13,44,64,63,5,23,56,82,45,45,49,18,62,83,20,0,40,5,75,28,17,46,59,38,34,20,36
2014-09,37,44,24,13,19,40,9,57,44,23,55,48,5,74,45,41,60,37,87,68,31,67,63,42,32,7,43,26,22,51,16,57,48,85,40,50,17,51,76,34,59,27,22,63,72,61,30,30,34,77,37,24,60,68,70,81,72,62,78,75,26,44,37,35,22,66,7,35,44,15,73,17,31,34,50,28,93,24,96,71,35,88,56,41,72,49,19,95,76,73,37,44,56,23,90,71,27,34,61,40,43,88,33,47,32,44,68,51,16,32,33,100,46,68,60,10,64,37,29,22,31,67,57,22,30,37,86,70,25,32,79,83,68,10,45,51,37,28,67,49,51,46,23,37,60,35,33,74,19,29,30,64,58,21,31,76,35,42,22,41,34,35,62,35,56,15,41,51,76,75,30,94,73,88,13,82,35,25,80,40,61,46,49,54,61,17,42,48,53,41,26,51,3,31,37,32,74,30,24,47,69,26,41,62,32,18,34,17,53,90,34,40,61,77,45,44,69,79,82,31,96,32,33,25,13,18,33,37,32,41,29,31,53,55,26,32,49,56,46,24,43,43,29,53,18,37,0,67,40,31,84,46,36,32,41,6,19,25,59,20,72,11,73,27,23,54,100,40,8,41,74,8,49,78,53,32,42,20,86,33,56,24,20,22,37,41,31,82,24,19,26,16,42,19,49,42,64,64,6,77,59,27,36,30,45,26,76,89,76,63,52,31,19,46,39,23,23,36,24,50,27,55,32,54,56,92,66,52,47,16,13,27,25,62,14,57,71,64,33,70,35,53,52,40,84,28,69,79,29,45,67,91,30,19,35,5,15,66,72,61,34,40,25,34,21,73,18,86,42,45,14,27,55,24,76,31,7,18,23,59,49,48,52,63,45,42,62,3,32,55,28,55,83,10,91,62,20,19,31,30,79,44,64,64,18,31,78,51,75,37,20,43,5,73,63,59,25,55,47,64,65,42,27,49,5,29,46,39,7,80,17,46,58,54,5,21,56,77,57,57,47,16,60,79,23,0,34,7,75,32,20,54,60,37,35,18,46
2014-10,37,46,26,16,20,40,8,60,44,22,56,44,5,73,46,41,66,24,56,66,28,79,60,45,23,13,42,26,21,52,12,61,63,83,40,62,14,46,92,35,60,23,21,64,52,59,29,34,34,76,39,22,58,65,69,69,72,62,74,73,26,39,37,32,22,70,8,32,43,20,78,17,31,32,52,33,89,26,88,67,35,90,58,34,83,47,18,88,67,52,37,45,52,24,86,76,26,35,67,43,40,88,34,50,31,43,67,50,16,31,33,84,41,68,59,10,71,35,28,25,31,66,63,25,31,45,83,67,24,29,74,83,65,10,43,51,39,27,75,49,55,46,27,39,57,22,34,70,18,28,27,66,57,21,35,67,33,43,24,41,35,34,64,33,59,16,41,53,74,70,31,93,71,88,14,81,38,25,70,38,63,42,56,51,63,19,40,51,55,38,24,51,3,26,37,37,85,31,24,56,72,25,42,56,32,17,35,19,55,87,46,40,71,70,52,47,75,79,83,31,92,33,33,26,14,18,29,38,39,41,29,31,54,56,27,33,55,56,50,24,43,48,28,55,19,38,0,64,43,30,86,40,36,32,41,5,20,27,59,29,69,12,72,24,26,47,67,38,7,40,74,9,54,83,54,37,44,18,84,34,67,26,21,21,30,41,31,85,23,17,26,17,48,18,42,42,70,65,34,75,56,27,37,23,48,26,72,90,67,62,56,31,20,50,39,22,24,38,25,59,27,53,32,47,53,91,59,51,45,16,15,27,25,72,13,53,71,63,34,69,34,49,53,37,83,27,65,82,12,56,66,89,35,19,33,5,20,69,72,59,52,40,25,32,21,72,14,89,46,44,18,26,53,25,70,32,7,19,22,58,65,39,56,63,52,43,59,3,41,59,31,56,81,10,87,69,17,20,34,31,81,43,52,64,18,28,68,48,70,36,22,44,6,83,63,56,21,58,49,60,66,42,26,48,5,27,45,40,10,78,15,43,60,57,5,23,58,77,39,39,47,14,62,79,22,0,35,5,73,31,21,56,58,39,37,15,45
2014-11,37,37,22,13,18,35,8,57,41,20,48,42,5,75,43,39,76,22,50,62,22,60,52,58,21,15,41,22,18,51,12,60,39,83,37,55,21,44,70,37,56,20,21,100,45,56,28,25,30,75,37,21,55,61,71,64,67,64,74,76,24,58,35,63,19,66,12,31,43,12,71,16,27,29,30,36,88,21,78,63,32,90,53,34,68,45,19,83,64,42,35,42,51,20,80,72,24,32,67,40,37,82,31,50,30,40,55,51,16,36,42,83,39,66,57,8,64,31,30,22,31,86,61,18,28,41,82,59,22,28,75,79,62,9,40,48,36,25,76,56,57,44,22,37,53,23,35,63,16,27,25,59,61,20,28,68,36,36,19,43,40,32,59,28,76,16,37,52,73,68,28,89,68,74,15,75,44,22,72,38,63,40,36,69,63,20,38,58,65,39,21,53,2,21,36,38,73,26,24,60,62,37,40,52,36,15,32,29,55,80,60,40,57,85,60,48,75,74,74,28,85,31,34,24,12,18,26,36,40,39,28,28,51,53,26,30,49,53,65,21,42,40,22,100,19,68,0,72,54,26,78,42,34,31,42,5,17,27,59,21,87,10,70,32,25,44,59,35,6,33,75,12,58,81,49,30,39,17,82,32,75,21,18,21,27,39,32,79,28,28,25,16,37,19,34,43,58,70,47,69,59,26,34,25,50,24,80,85,53,85,53,27,18,41,36,26,24,35,24,45,26,53,30,52,54,92,55,47,42,15,16,25,25,64,13,49,67,83,33,64,30,46,51,37,77,26,65,90,8,49,65,79,30,16,20,4,18,65,70,58,33,35,23,26,19,81,13,82,44,44,16,27,53,22,67,33,9,18,15,54,44,30,54,76,41,41,58,3,47,50,31,100,81,9,84,61,16,16,36,28,78,51,53,87,17,25,62,43,72,50,20,42,5,79,60,46,25,48,49,74,65,39,26,48,5,26,41,36,6,78,19,41,98,60,5,21,73,71,48,48,49,12,64,100,18,0,29,6,69,29,20,52,54,36,34,14,58
2014-12,35,34,20,12,16,35,7,58,39,23,52,35,4,77,40,40,85,19,48,61,25,45,53,32,19,12,38,20,16,49,12,57,33,79,36,52,16,39,72,31,51,23,21,51,44,59,27,26,27,78,36,18,50,57,78,65,59,67,81,72,20,75,34,63,20,65,13,30,39,11,75,14,28,33,40,29,94,22,73,61,32,88,46,32,74,43,19,88,54,37,37,45,52,24,84,76,22,29,62,39,42,75,29,50,31,36,48,50,15,44,52,82,32,65,60,9,66,32,30,20,29,91,63,18,21,42,81,58,21,25,86,79,57,8,39,39,40,24,77,60,70,46,22,33,47,20,31,63,15,28,24,55,57,20,27,62,32,38,13,43,31,29,49,30,77,16,36,48,76,68,31,87,68,74,16,96,52,20,67,32,53,39,39,90,59,22,33,59,61,44,19,49,2,19,34,37,84,22,22,47,61,25,34,53,41,14,32,35,45,73,73,39,48,76,49,47,61,78,71,26,77,29,33,22,11,19,23,33,36,41,24,27,47,53,23,27,45,49,76,17,45,33,20,61,17,72,0,77,59,26,73,36,36,28,36,5,17,24,58,18,75,9,73,24,17,47,55,33,6,36,76,14,52,81,48,24,36,15,76,26,100,19,17,20,27,38,23,65,18,17,23,26,37,18,30,42,55,61,58,60,66,23,31,21,63,22,85,84,57,96,51,27,17,40,29,24,21,35,19,45,23,51,29,44,61,98,50,54,38,12,11,22,22,52,13,47,73,91,31,64,27,47,50,31,78,25,62,89,14,49,68,76,35,14,29,4,16,66,74,65,25,32,21,24,15,87,13,73,43,39,13,28,43,21,54,28,12,16,23,53,51,22,56,83,40,39,61,3,52,47,33,92,79,7,72,64,13,14,41,28,59,62,55,80,11,27,59,42,66,66,20,41,4,72,84,44,22,49,42,83,63,40,23,42,4,26,43,29,6,88,17,38,98,64,5,19,48,78,40,40,51,12,59,91,20,0,29,6,67,26,17,41,52,34,28,17,38
2015-01,37,44,24,14,17,35,8,64,42,24,56,40,5,72,43,44,69,22,42,71,28,66,55,34,28,12,38,23,17,50,11,64,38,79,36,65,16,40,76,32,54,29,19,63,51,57,29,31,31,76,38,21,54,64,78,57,62,94,84,75,24,46,35,35,25,72,56,32,43,13,73,16,28,30,40,35,91,20,82,69,49,83,55,27,79,48,20,90,65,41,37,45,51,22,83,91,24,33,69,44,45,77,31,47,31,39,54,52,16,23,36,81,39,65,59,10,74,37,32,30,29,69,60,24,25,43,85,66,27,23,83,80,54,9,44,47,40,28,80,49,48,48,24,36,61,20,38,65,16,27,25,60,55,21,33,57,33,41,18,42,33,35,59,33,61,22,40,50,82,69,30,86,65,82,17,74,60,24,76,36,55,39,60,58,62,13,52,56,46,42,22,51,2,22,36,37,81,27,23,45,65,25,40,51,40,16,34,20,53,83,39,38,64,70,52,51,67,77,85,28,84,30,33,25,13,18,30,35,38,57,30,32,47,58,26,30,53,50,47,23,43,38,25,56,16,37,0,67,46,29,78,45,41,37,40,11,19,27,64,19,68,10,70,24,24,49,76,37,6,38,76,9,53,81,52,29,44,17,89,31,63,20,19,22,27,42,26,79,23,21,26,17,43,17,36,46,53,62,95,65,69,25,37,24,53,27,81,90,59,62,57,30,20,44,36,23,22,37,23,51,23,59,33,56,75,92,54,47,43,14,14,24,24,57,15,46,71,66,33,67,30,49,53,32,85,26,64,85,100,54,68,81,31,17,30,4,19,73,70,72,34,40,22,31,24,68,14,80,51,50,17,27,53,23,63,32,7,27,16,62,68,28,53,66,43,44,57,3,57,56,33,55,81,7,78,62,16,17,34,31,75,44,54,63,15,25,77,53,65,42,22,46,4,75,62,45,22,53,48,59,65,44,23,44,4,25,40,34,6,85,14,46,58,59,6,20,51,75,44,44,51,12,64,86,23,0,33,6,71,28,18,48,50,37,37,22,43
2015-02,42,43,25,14,18,33,8,100,42,20,58,54,5,71,46,45,63,25,40,70,26,71,59,36,26,22,39,25,19,51,14,60,45,84,37,69,16,44,79,36,57,28,21,54,56,57,30,31,33,77,38,22,55,72,74,52,67,73,85,77,26,40,42,32,24,75,83,31,49,15,79,17,34,30,46,30,91,22,89,76,51,83,58,28,83,54,20,88,78,49,39,49,48,23,80,79,23,41,65,44,40,81,33,47,31,40,54,52,17,26,34,97,41,63,59,9,84,33,31,27,29,65,61,25,23,40,87,63,26,25,74,81,59,10,44,52,38,27,68,47,51,53,24,36,59,23,34,79,17,32,26,65,53,22,33,59,34,41,23,47,31,44,64,32,60,45,42,51,74,65,36,92,62,84,14,78,60,23,71,37,59,42,60,66,61,33,49,58,43,37,21,51,2,23,37,40,91,34,23,45,68,22,43,54,34,24,34,17,54,88,35,38,63,69,49,48,66,81,85,30,88,33,32,25,12,20,28,39,31,60,28,35,49,58,36,32,53,53,47,30,44,41,26,55,17,34,0,64,38,30,82,44,41,39,43,5,19,27,66,20,69,12,71,23,25,55,73,40,7,47,73,8,52,76,54,32,46,18,90,32,61,21,20,21,39,42,28,88,22,28,27,17,48,16,29,50,58,59,94,71,65,26,32,25,60,25,79,96,56,61,50,48,23,48,39,22,25,34,26,59,26,60,32,53,65,89,58,52,45,17,14,29,27,59,17,47,71,62,34,65,34,54,54,33,90,27,63,77,73,52,67,82,37,18,39,4,23,82,72,70,43,41,24,32,19,72,15,87,56,39,18,25,62,25,68,28,7,20,24,62,60,30,55,61,43,46,58,3,62,63,35,51,82,8,87,68,16,18,37,30,80,44,68,71,27,29,74,52,73,40,21,41,5,77,60,46,24,52,51,56,65,41,25,48,5,31,39,36,7,79,17,46,57,58,5,23,55,77,48,48,46,13,57,81,24,0,33,6,68,30,20,56,48,39,36,20,47
2015-03,40,44,24,17,19,30,8,67,39,18,58,47,5,69,47,46,60,24,46,70,24,70,63,41,23,16,38,23,18,48,12,56,58,94,36,74,14,45,90,35,60,28,20,46,48,54,31,32,33,75,39,21,57,72,68,49,71,66,82,85,26,43,54,30,36,80,45,34,47,15,74,17,37,31,33,25,90,22,86,75,44,82,60,30,88,52,18,83,69,48,38,46,48,24,78,73,25,33,63,33,51,79,34,47,30,40,61,50,15,28,33,85,42,60,58,10,57,32,29,28,30,65,62,20,24,34,86,59,29,27,71,81,67,11,47,53,32,25,63,48,52,48,26,37,58,24,37,68,18,28,24,65,52,21,31,68,33,40,24,45,33,41,75,36,64,41,41,53,71,73,30,91,62,89,13,78,50,24,71,37,63,40,59,63,65,32,45,51,48,40,22,50,4,22,37,37,73,30,23,49,65,19,49,62,33,18,34,16,52,84,32,37,58,76,44,46,70,78,87,32,85,33,31,27,12,22,29,59,33,47,34,35,53,55,28,33,48,53,54,34,41,40,30,57,16,37,22,65,36,28,84,41,39,40,55,6,19,27,69,21,78,11,70,100,28,44,67,40,6,46,75,8,51,81,54,33,44,17,89,34,62,21,21,20,32,46,25,92,27,22,26,18,47,16,33,48,56,56,81,72,63,28,28,27,47,25,88,89,44,63,49,31,22,49,39,21,29,34,24,49,26,54,30,60,58,88,68,49,50,16,13,25,26,55,13,41,70,61,36,69,32,58,56,33,87,29,65,76,83,50,62,79,23,19,36,4,18,95,67,71,31,40,23,28,12,76,14,88,54,36,39,25,60,25,74,29,7,23,22,62,65,27,57,64,47,48,55,3,62,55,34,53,81,9,89,64,16,18,33,31,81,40,74,75,18,21,75,50,67,43,23,38,5,77,60,52,26,52,46,58,66,46,28,47,4,50,37,41,7,83,15,56,56,59,5,23,57,75,39,39,44,12,58,80,19,0,36,8,72,30,20,58,49,38,37,21,44
