Month,AMP,ABC,AME,AMGN,APH,APC,ADI,ANTM,AON,APA,AWK,AMT,AIG,AXP,AEP,AAL,AMZN,MO,AAPL,ALL,ADS,ALXN,LNT,AGN,ALB,ALK,AKAM,APD,A,AFL,AMG,AET,AES,AAP,ADBE,AYI,ATVI,CAN,ABBV,ABT,MMM,AVB,AVY,BHI,BLL,BAC,BK,BCR,BAX,BBT,BDX,AMAT,ADM,AJG,AIZ,T,ADSK,ADP,AN,AZO,BSX,BBBY,BRK.B,BBY,BIIB,BLK,HRB,BA,BWA,BXP,CHRW,BMY,AVGO,BF.B,COG,CPB,COF,CBOE,HSIC,KMX,CCL,CAT,CBG,CBS,CELG,CNC,CNP,CTL,CERN,CF,CINF,SCHW,CHTR,CHK,CVX,CMG,CB,CHD,CI,XEC,CINF,CTAS,CSCO,C,CFG,CTXS,CLX,CME,CMS,COH,KO,CTSH,CL,CMCSA,CMA,CAG,CXO,COP,ED,STZ,GLW,COST,COTY,CCI,CSRA,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DLPH,DAL,XRAY,DVN,DFS,DISH,DG,DLTR,D,DOV,DOW,DPS,DTE,DD,DUK,DNB,ETFC,EMN,ETN,EBAY,EIX,EW,EA,EMR,ETR,EVHC,EOC,EQT,EFX,EQIX,EQR,EL,ES,EXC,EXPD,ESRX,EXR,XOM,FFIV,FB,FAST,FRT,FDX,FIS,FISV,FLIR,FLS,FLR,FMC,FTI,FL,F,FBHS,FCX,FTR,GPS,GRMN,GD,GE,GGP,GIS,GM,GPC,GILD,GPN,GS,GT,GWW,HAL,HBI,HOG,HAR,HRS,HIG,HAS,HCA,HSIC,HES,HPE,HOLX,HD,HON,HRL,HUM,HBAN,IDXX,ITW,ILMN,IR,INTC,ICE,IBM,INCY,IP,IPG,IFF,INTU,ISRG,IVZ,JEC,JBHT,SJM,JNJ,JPM,JNPR,KSU,K,KEY,KMB,KIM,KMI,KLAC,KSS,KHC,KR,LB,LLL,LH,LRCX,LEG,LEN,LVLT,LUK,LLY,LNC,LKQ,LMT,L,LYB,MTB,MAC,MNK,MRO,MPC,MAR,MMC,MLM,MA,MAT,MKC,MCD,MCK,MJN,MDT,MRK,MET,MTD,KORS,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MON,MNST,MS,MCO,MOS,MSI,MUR,MYL,NDAQ,NOV,NAVI,NTAP,NFLX,NWL,NFX,NEM,NEE,NLSN,NKE,NI,NBL,JWN,NSC,NTRS,NOC,NRG,NUE,NVDA,ORLY,OXY,OMC,OKE,ORCL,PCAR,PH,PDCO,PAYX,PYPL,PNR,PBCT,PEP,PKI,PRGO,PFE,PM,PSX,PNW,PXD,PNC,RL,PPG,PPL,PX,PCLN,PFG,PG,PGR,PRU,PSA,PVH,QRVO,PWR,QCOM,DGX,RRC,RTN,O,RHT,REG,REGN,RF,RSG,RAI,RHI,ROK,COL,ROP,ROST,R,CRM,SCG,SLB,SNI,STX,SEE,SRE,SHW,SIG,SPG,SWKS,SLG,LUV,SWN,SPGI,SWK,SBUX,SRCL,SYK,STI,SYMC,SYF,SYY,TROW,TGT,TEL,TGNA,TDC,TSO,TXN,TXT,HSY,TRV,TMO,TIF,TJX,TSCO,TDG,RIG,TRIP,TSN,UDR,ULTA,USB,UNP,UL,UNH,UPS,URI,UTX,UHS,UNM,URBN,VFC,VLO,VAR,VTR,VRSN,VRSK,VZ,VRTX,VIAB,V,VNO,VMC,WMT,DIS,WM,WAT,WEC,WFC,HCN,HCN,WDC,WI,WHR,WFM,WMB,WLTW,WYN,WYNN,XEL,XRX,XLNX,XYL,YHOO,YUM,ZBH,ZION,ZTS
2004-11,19,62,67,37,75,46,78,58,78,33,42,62,14,82,43,72,27,65,31,69,47,23,71,46,72,38,38,74,83,53,51,79,81,40,86,42,76,75,0,75,88,44,94,30,53,46,75,76,72,55,89,76,83,73,37,37,84,32,45,31,64,62,27,58,67,44,8,76,70,50,55,67,6,74,23,100,44,86,93,49,49,100,63,63,61,23,11,12,83,47,67,74,68,27,64,17,78,69,85,22,51,83,86,50,73,88,72,56,45,46,48,33,84,46,58,28,37,74,26,63,74,42,67,79,63,28,56,19,55,68,53,30,74,71,59,75,48,53,85,6,8,44,56,83,7,12,85,19,70,63,76,87,62,21,70,99,89,27,24,45,35,68,56,45,81,38,71,78,58,20,54,67,0,35,43,73,58,66,47,62,85,73,0,34,85,62,19,24,87,32,64,97,22,66,70,57,53,41,33,92,86,54,0,72,85,69,74,54,62,83,98,93,62,51,100,86,64,36,56,72,32,76,91,21,87,51,70,89,57,42,46,69,92,60,70,84,68,60,56,73,53,81,70,41,83,30,0,23,29,68,29,61,71,55,54,11,59,79,9,65,45,16,68,97,72,73,61,76,50,58,76,28,84,48,71,68,74,75,70,92,23,79,76,75,29,69,55,4,22,32,60,93,26,82,66,28,10,70,0,71,4,66,31,77,0,81,53,39,32,43,58,52,76,30,79,92,16,50,83,61,87,89,81,61,35,31,28,43,54,77,25,89,83,58,31,54,12,68,79,62,48,51,91,86,81,66,54,48,0,72,78,39,21,69,25,51,52,27,37,13,66,72,74,64,39,88,42,13,91,77,13,81,73,74,44,43,45,51,40,70,33,78,82,30,27,80,70,51,2,77,60,49,62,20,79,79,70,82,75,58,34,73,27,28,43,20,6,68,67,8,59,83,0,65,68,55,77,33,97,40,64,39,79,96,48,0,64,52,24,81,55,65,38,53,5,66,32,29,19,19,74,82,86,58,54,0,19,47,63,85,78,94,59,84,88,24,0
2004-12,19,73,70,32,62,33,71,64,75,25,45,35,14,96,51,75,33,62,35,76,55,41,74,36,69,49,41,79,69,61,47,74,92,45,87,34,84,67,0,79,79,22,100,28,60,52,80,75,70,56,80,56,79,86,42,36,78,36,49,38,58,84,29,70,51,38,12,76,65,47,63,73,5,64,56,72,49,85,79,54,53,93,66,53,55,17,13,15,92,17,69,83,74,28,70,15,65,54,75,20,82,73,79,51,81,84,75,57,48,38,71,40,71,52,56,24,68,60,26,59,69,50,63,52,77,30,57,11,54,62,67,47,76,71,62,61,41,57,87,8,11,44,62,93,6,13,81,17,70,67,71,79,66,19,58,93,90,26,22,32,48,68,50,49,97,36,100,76,63,20,50,68,0,36,59,95,83,68,35,59,67,72,31,43,80,0,24,25,100,36,60,95,25,60,69,44,48,45,33,79,81,39,0,75,91,73,75,68,56,89,90,97,73,55,97,85,44,40,55,61,51,76,93,20,91,44,64,84,55,49,21,62,97,61,59,87,60,68,57,54,56,65,51,33,59,36,0,24,23,62,30,57,88,63,60,18,55,55,18,57,51,17,72,63,65,64,54,70,27,44,79,36,86,40,73,87,65,63,64,72,31,80,72,71,35,71,30,4,19,15,57,85,38,100,36,29,9,47,0,68,6,77,46,82,27,67,55,42,61,54,72,58,68,42,60,100,16,45,69,45,86,85,81,37,39,34,40,51,45,67,18,92,62,51,58,47,15,79,69,55,47,47,90,75,79,65,56,62,0,32,86,44,16,65,51,48,59,26,37,16,82,64,70,70,59,95,47,12,86,65,19,83,83,86,38,48,100,54,49,71,30,66,71,34,14,74,59,49,1,72,71,61,58,9,76,73,68,71,96,62,41,99,27,36,18,16,5,58,49,10,49,71,3,61,88,50,74,61,81,48,54,32,64,79,52,0,74,40,20,95,54,42,48,59,5,63,33,32,0,0,80,72,79,59,46,0,22,27,69,79,77,64,62,82,72,26,2
2005-01,17,81,74,41,77,42,76,68,82,40,64,43,15,80,45,92,26,69,42,77,63,62,95,46,100,61,43,84,73,66,30,89,97,43,96,49,73,74,1,76,87,50,94,36,36,50,85,76,74,58,97,72,82,66,41,35,86,37,45,35,79,51,39,40,61,50,51,94,71,55,81,79,7,64,37,87,49,78,100,60,86,94,82,52,62,15,14,14,76,24,88,71,83,21,69,19,84,78,92,100,70,90,79,57,77,87,78,57,44,36,43,40,82,57,54,26,22,82,29,51,75,40,49,47,68,28,62,16,68,69,64,32,70,66,100,71,54,57,92,6,6,40,95,92,11,14,86,23,78,66,79,89,64,21,62,78,87,31,30,48,38,80,44,70,69,31,97,77,74,18,53,73,0,39,52,75,99,80,43,83,68,83,0,32,89,0,22,32,69,33,72,97,24,78,73,43,58,44,35,71,90,40,5,71,92,80,86,40,69,92,80,95,71,53,99,99,53,43,88,83,34,84,92,22,83,53,82,85,60,79,30,74,95,61,74,91,74,65,45,84,61,89,62,41,68,17,0,22,24,72,35,58,67,79,59,21,65,58,14,74,49,15,74,79,79,74,62,90,27,64,73,18,80,48,93,76,87,67,75,81,38,82,81,79,15,76,45,4,23,38,64,75,73,90,54,28,11,54,0,77,7,73,47,61,0,79,50,44,45,37,100,62,87,49,71,91,17,42,75,32,82,77,86,43,48,33,41,43,50,76,17,95,69,43,45,81,16,66,66,68,55,55,93,95,87,82,59,52,0,28,80,49,25,75,90,46,45,38,46,13,57,89,71,83,35,85,41,15,71,74,21,88,72,92,47,46,45,65,54,90,48,76,95,30,14,83,43,49,2,88,73,38,66,8,68,77,72,70,71,72,37,67,29,26,43,20,10,72,36,7,59,83,0,61,69,60,97,47,79,37,48,38,76,82,52,0,72,70,22,80,41,53,29,56,6,80,51,33,39,39,80,75,91,54,61,0,19,26,77,81,79,72,61,94,79,34,2
2005-02,31,69,84,40,75,43,69,65,80,45,53,58,16,78,46,87,24,81,37,77,55,63,61,51,88,32,48,86,81,63,53,80,87,45,94,100,57,82,1,87,87,46,97,36,38,53,84,93,81,61,97,79,87,76,61,33,84,39,55,35,85,47,37,36,75,61,73,88,87,55,70,80,8,87,53,76,46,79,73,60,83,98,83,50,46,29,16,14,97,41,68,75,75,27,73,20,78,64,89,50,93,90,86,58,86,89,78,58,49,42,45,49,90,55,62,30,80,86,24,59,74,37,60,44,74,38,65,15,79,71,65,37,73,66,71,82,64,99,86,6,6,39,73,89,6,13,88,22,76,70,82,89,66,20,66,74,79,29,21,43,49,94,45,73,76,32,81,100,68,19,60,70,0,55,55,78,97,80,42,83,76,97,29,32,89,0,22,28,68,32,70,98,30,75,72,76,51,51,34,68,90,41,6,78,76,75,87,36,82,85,71,94,61,51,84,92,58,50,77,70,39,83,87,26,82,63,96,100,62,82,28,79,97,59,73,97,71,70,54,73,63,91,59,53,76,17,0,22,24,70,33,82,76,85,57,24,65,60,16,73,47,21,78,83,63,84,93,93,30,78,70,17,88,47,87,71,100,71,78,89,27,83,74,80,16,79,75,5,22,24,62,74,60,84,65,29,0,55,0,83,6,67,54,67,0,87,59,58,40,38,90,67,87,63,77,83,18,52,82,42,84,93,87,61,45,33,40,50,54,80,19,97,76,49,44,100,15,67,65,59,58,67,84,100,91,84,50,46,0,30,79,54,14,75,48,47,100,35,53,16,54,83,81,89,65,84,48,15,81,73,19,81,100,100,51,44,35,60,69,86,66,73,65,29,18,82,45,47,2,92,78,37,68,34,75,83,73,71,88,75,50,70,23,24,21,18,11,84,60,7,63,85,0,67,69,66,84,86,96,38,64,37,88,86,57,0,76,60,25,75,54,50,28,53,6,79,27,33,49,49,72,79,83,56,64,0,17,44,71,88,77,96,64,92,76,24,0
2005-03,25,77,72,38,80,43,73,65,83,40,44,55,18,77,45,87,24,71,34,84,48,46,77,57,78,27,43,78,81,59,58,82,93,46,91,57,54,77,1,75,86,38,93,38,44,53,85,68,79,57,91,73,86,94,47,28,83,39,44,40,76,51,69,34,100,58,43,92,85,38,61,76,4,79,22,66,45,70,82,67,65,94,85,58,59,33,14,15,90,26,74,76,77,25,78,18,77,98,83,77,87,80,81,54,87,85,74,58,67,46,46,48,76,54,65,30,13,83,25,41,76,37,55,78,78,25,62,17,81,68,58,35,80,71,68,67,57,91,83,6,7,45,59,89,5,14,86,23,75,67,76,93,67,23,73,79,87,28,48,54,37,100,50,60,70,43,79,82,60,21,61,74,0,43,61,79,60,70,40,70,72,86,24,36,87,0,24,25,73,34,73,92,32,71,77,82,52,41,34,74,82,36,0,84,81,75,80,38,88,80,77,88,73,55,79,87,64,42,72,81,56,86,85,24,81,36,77,92,54,74,41,68,89,59,62,90,68,64,49,64,62,87,66,58,81,20,0,22,22,75,32,73,95,90,57,14,58,67,15,68,51,19,78,82,77,85,69,95,19,60,68,16,81,46,84,62,85,65,74,79,30,88,72,73,41,82,58,5,23,31,66,80,55,82,63,32,0,63,0,77,6,70,75,76,0,75,59,49,39,38,70,59,80,45,79,78,17,42,73,48,85,45,84,32,44,33,41,50,56,84,17,79,83,44,42,72,18,69,65,64,48,71,74,88,90,87,61,50,0,39,81,47,13,72,71,43,59,37,54,12,70,76,74,84,36,93,53,14,81,71,16,77,64,77,53,27,39,51,67,88,31,70,70,28,19,87,44,43,2,87,75,39,67,21,95,65,66,82,70,67,46,57,33,29,21,20,11,69,57,7,65,79,3,55,68,73,75,60,89,39,62,45,75,89,52,0,76,51,25,77,89,59,28,56,6,82,37,33,41,41,70,87,79,59,66,0,17,38,74,83,80,74,66,84,82,41,0
2005-04,28,87,68,39,81,46,62,63,79,38,66,59,20,75,45,84,23,59,33,88,56,38,68,46,64,61,38,78,74,56,58,76,74,50,96,79,49,70,1,81,85,43,84,37,46,53,79,79,83,60,85,69,85,78,43,26,88,37,41,40,70,54,44,32,55,56,41,89,84,48,61,77,3,100,54,58,49,80,81,63,59,92,78,47,49,26,12,13,73,44,93,70,67,36,84,20,71,88,73,41,95,89,81,52,95,82,71,58,40,68,45,47,88,55,72,27,15,83,25,100,74,38,55,58,61,32,59,17,82,65,53,35,100,63,61,62,46,75,73,6,6,44,57,84,11,14,83,22,67,63,63,90,68,23,56,75,87,26,25,63,40,85,45,92,74,41,81,82,61,23,65,71,0,42,40,75,39,61,47,81,75,87,55,37,90,0,17,24,69,35,66,92,15,68,79,41,56,52,34,77,83,31,5,94,73,71,80,42,100,79,73,82,69,61,72,65,69,41,84,83,35,77,81,21,80,34,85,98,66,74,48,67,85,77,61,94,64,73,80,67,58,81,87,40,61,21,0,21,19,77,33,60,70,86,54,13,67,53,13,63,60,22,80,93,76,80,57,91,18,60,67,14,82,50,81,51,86,66,68,86,21,91,66,72,69,75,54,2,24,19,73,85,60,80,48,27,12,54,0,78,5,73,54,60,0,85,62,55,45,38,67,57,71,54,67,73,16,65,76,14,80,79,84,57,30,33,57,49,62,74,15,92,80,48,54,70,12,68,65,61,48,65,74,87,92,90,76,54,0,39,74,43,10,69,35,40,88,30,60,15,32,81,71,75,52,92,59,15,54,74,23,71,80,71,58,31,35,62,81,83,9,66,79,29,31,88,53,39,2,83,66,40,69,12,87,67,61,70,69,65,50,57,21,39,12,20,10,66,65,7,57,72,2,63,66,85,77,60,81,36,57,55,74,96,50,0,73,55,22,76,100,68,29,53,6,79,32,34,31,31,63,91,80,54,47,0,11,100,68,80,83,96,70,78,77,15,0
2005-05,31,63,73,36,71,39,71,58,77,28,54,98,17,78,43,87,23,55,35,84,65,52,80,50,75,26,41,74,72,59,50,78,64,51,89,46,52,75,1,71,83,41,83,40,43,54,79,59,78,60,90,75,82,83,53,24,85,35,41,40,63,57,48,34,45,60,8,80,73,53,68,68,6,90,39,50,43,73,78,64,54,90,76,53,99,31,15,14,83,31,78,62,74,26,80,19,71,93,74,46,68,95,81,51,100,81,70,56,32,100,45,45,79,53,69,26,26,84,25,81,71,40,59,59,83,20,58,18,78,59,47,44,92,63,63,74,49,67,71,6,7,44,56,79,7,16,80,32,71,62,69,84,67,23,63,76,78,29,38,68,39,81,50,85,65,40,59,96,53,22,54,67,0,41,55,76,37,71,38,77,75,81,48,34,83,0,19,26,67,38,64,94,22,54,75,73,66,48,31,69,84,35,5,86,64,72,70,63,74,78,75,81,79,65,72,62,65,42,65,83,48,78,79,21,78,39,79,83,64,42,18,51,73,57,43,89,64,79,17,71,57,80,78,52,62,21,0,24,24,71,34,68,56,85,53,17,59,53,14,61,61,16,82,96,58,70,61,89,19,48,71,14,79,47,81,61,71,64,65,84,15,77,67,69,40,81,69,3,24,44,69,76,80,81,40,28,7,42,0,85,5,51,44,67,0,76,56,53,35,38,66,67,76,39,68,71,17,55,68,65,81,60,83,43,33,35,61,47,62,73,11,77,73,51,33,79,16,71,63,63,51,71,73,75,89,85,81,53,0,53,79,46,12,74,22,39,100,35,49,16,59,80,71,79,58,87,71,16,59,69,21,71,85,74,70,38,36,53,51,87,76,62,72,28,19,78,58,41,2,84,51,42,68,17,85,68,62,67,71,64,45,58,30,35,15,19,11,66,62,7,58,73,0,70,67,84,81,44,85,38,56,42,68,97,50,0,72,70,23,78,59,50,30,51,6,81,36,34,13,13,60,84,79,59,53,0,11,51,70,78,85,78,69,84,86,26,0
2005-06,29,100,74,34,79,45,62,60,81,38,59,69,17,83,46,92,24,76,34,97,63,56,78,49,56,53,40,74,77,62,34,84,78,56,88,33,48,76,1,72,88,47,84,38,51,62,81,83,74,63,95,72,84,84,56,24,82,38,45,41,67,61,30,37,57,65,7,86,75,42,83,81,4,62,47,45,48,74,88,68,57,90,82,36,70,34,15,15,92,52,80,68,81,28,84,21,79,72,81,51,84,91,82,61,83,89,72,62,54,82,42,48,87,57,77,25,33,86,33,71,76,45,55,52,79,31,58,28,83,77,55,33,84,63,67,71,61,82,79,7,7,53,55,81,7,20,80,28,69,71,70,82,68,19,83,87,84,34,30,49,43,91,69,92,64,46,81,98,62,31,57,71,0,48,61,83,39,84,38,93,74,87,86,31,83,0,21,30,65,40,69,96,21,58,90,65,59,48,36,73,91,34,5,90,66,75,79,58,64,87,64,83,83,68,81,68,65,44,94,73,42,80,87,26,80,61,81,80,59,37,31,63,89,49,37,94,76,76,45,71,63,83,90,42,71,21,0,24,24,100,38,67,58,100,50,15,64,62,13,61,62,18,84,78,65,69,86,96,16,69,84,15,78,45,84,50,84,62,71,86,25,80,69,68,34,97,44,3,23,40,75,73,68,83,43,29,7,60,0,90,6,58,71,64,0,77,54,65,60,38,68,57,77,56,70,78,18,64,74,57,87,100,86,63,42,37,61,52,52,82,16,81,75,48,45,69,23,71,63,63,100,71,74,75,95,86,83,51,0,39,74,52,22,75,44,39,77,39,48,15,57,85,75,78,74,88,64,17,66,74,26,72,77,94,70,43,32,70,47,92,35,63,69,30,36,76,61,38,2,86,55,44,72,11,80,54,59,76,71,65,47,58,30,35,17,21,12,66,71,7,49,69,2,75,74,85,90,38,62,38,56,50,72,94,49,0,77,68,27,87,91,51,32,55,7,95,48,37,34,34,65,79,84,61,57,0,30,38,95,82,86,88,71,93,77,27,0
2005-07,28,81,70,47,74,55,62,56,80,29,70,75,17,84,45,99,25,58,34,92,61,52,95,46,59,55,41,72,77,60,52,82,92,58,85,61,52,72,1,75,85,61,84,35,89,63,86,66,77,63,96,75,79,83,60,22,76,38,48,44,68,72,31,39,41,58,9,80,89,55,80,79,6,72,26,46,50,77,90,75,62,91,86,46,69,53,17,14,82,56,70,69,81,34,86,22,76,87,78,95,76,83,77,58,86,82,78,60,42,61,44,54,75,59,74,25,47,85,34,59,75,47,58,53,59,28,63,19,92,100,52,44,81,55,69,77,69,81,79,7,9,51,60,77,5,23,85,26,70,72,75,93,68,16,73,85,74,37,62,47,31,84,71,90,62,43,88,79,63,27,57,73,0,48,51,81,36,73,45,71,64,94,25,34,89,0,27,32,63,40,68,97,26,63,79,46,57,66,34,72,92,38,0,89,67,72,71,51,59,89,65,85,68,66,75,60,55,44,62,75,42,76,82,20,76,59,99,79,65,32,51,80,79,65,35,89,69,79,45,63,62,92,99,48,51,23,0,25,20,78,39,54,77,83,49,15,60,62,13,61,62,20,83,45,69,82,78,98,16,57,78,15,74,43,80,64,92,64,75,79,22,80,67,67,55,100,48,3,20,46,67,83,46,85,69,30,0,59,0,90,6,64,52,60,0,57,53,55,42,42,80,58,70,60,73,84,19,69,73,58,78,89,89,57,42,38,54,48,63,70,13,79,67,52,45,64,21,71,57,64,58,75,71,72,94,90,74,53,0,40,80,54,19,67,31,37,54,42,40,16,48,82,65,81,47,94,71,17,75,73,20,70,87,87,82,57,33,50,38,92,47,57,80,30,29,76,63,36,2,97,62,47,68,21,86,62,54,79,84,73,43,58,30,31,17,26,13,56,55,7,79,78,0,100,73,85,60,42,64,46,56,46,71,88,46,0,80,47,22,88,66,71,33,57,7,66,60,36,90,90,65,73,95,63,56,0,17,31,89,74,75,66,74,89,78,71,0
2005-08,62,80,67,37,69,48,61,57,82,39,72,82,16,87,48,94,26,59,35,97,55,62,88,45,70,26,36,72,76,62,43,87,70,58,86,34,54,69,1,72,85,49,94,37,90,66,83,63,85,68,82,75,87,86,66,23,78,39,51,44,73,71,26,40,40,61,12,83,85,51,72,79,4,83,32,55,51,71,80,79,64,93,97,63,64,54,17,17,87,93,73,70,93,34,88,21,73,84,79,81,64,100,77,61,78,86,78,62,50,49,46,48,84,65,73,25,32,97,40,51,80,46,59,79,88,30,61,32,97,74,53,32,81,61,69,64,58,68,83,8,9,48,100,76,9,20,79,27,68,73,74,91,71,18,54,85,80,48,38,52,45,84,42,84,68,43,80,84,64,23,65,76,0,50,34,84,39,85,40,85,67,97,36,37,87,0,27,34,75,40,69,94,22,61,72,64,61,50,34,75,97,37,0,89,71,70,86,46,66,82,69,85,63,63,73,72,67,44,60,78,45,82,83,16,74,45,82,82,59,41,46,69,80,63,47,86,69,75,52,66,67,88,86,94,81,26,0,26,22,85,42,66,79,88,48,19,56,67,20,66,58,19,84,68,78,83,94,97,16,63,76,17,78,43,95,67,95,73,75,78,22,66,69,72,60,87,50,3,20,44,66,76,57,84,79,28,7,74,0,92,7,69,72,80,0,66,54,58,61,40,60,62,77,60,76,78,17,71,85,43,78,91,92,98,42,38,56,56,50,74,15,76,65,60,41,98,18,72,58,71,61,68,79,72,100,90,80,51,0,38,82,57,27,77,56,34,57,34,49,15,46,87,68,81,45,96,65,15,86,74,19,71,70,85,79,49,36,61,51,88,53,66,70,31,18,91,64,39,2,100,58,47,70,24,85,56,68,75,100,68,39,60,26,32,23,20,14,72,65,8,64,71,0,84,78,93,75,61,83,44,53,55,69,93,50,0,84,51,20,87,43,67,33,54,6,81,30,39,47,47,69,85,95,69,59,0,18,21,98,74,70,69,73,89,90,33,0
2005-09,73,76,65,43,71,52,58,60,76,55,68,57,15,80,44,87,25,54,42,98,54,48,66,41,65,24,33,86,72,56,56,81,100,50,88,70,57,70,1,72,81,39,86,37,71,60,74,75,74,61,88,57,86,44,62,20,81,35,41,39,61,53,32,37,49,60,9,78,67,55,73,65,4,80,67,68,55,78,87,63,57,95,84,73,77,27,21,14,90,37,68,65,82,38,92,23,82,74,77,50,71,96,75,54,71,84,75,63,46,54,41,42,85,60,71,24,64,91,32,52,69,41,65,51,72,37,61,20,71,72,53,30,76,64,64,87,61,68,84,6,8,48,63,77,6,13,84,27,68,69,68,91,71,21,56,87,77,100,31,49,42,75,46,73,65,36,79,87,60,23,70,69,0,45,67,81,42,66,40,84,86,86,22,32,80,0,24,32,85,34,55,91,23,64,68,58,63,52,35,72,88,65,4,83,77,68,74,42,75,87,75,85,64,57,73,61,65,39,72,76,41,81,81,16,72,43,66,92,58,36,33,62,89,61,35,82,66,72,51,66,57,85,99,56,65,21,0,25,18,74,36,60,73,81,51,7,59,82,11,61,52,22,77,58,53,86,66,89,19,54,72,15,75,45,79,60,82,63,67,81,27,74,63,67,36,84,51,4,20,37,61,79,71,77,100,30,6,57,0,87,6,73,100,70,0,75,51,72,51,40,72,60,79,60,71,74,18,68,80,64,78,69,84,100,42,38,46,46,54,73,15,79,68,56,35,79,18,69,58,69,62,51,78,80,89,75,66,51,0,39,76,53,25,68,51,33,64,33,53,18,48,95,67,72,54,90,45,18,100,77,30,68,74,77,70,52,34,49,59,79,76,82,74,30,27,82,58,35,1,93,54,41,74,31,82,99,83,69,80,67,39,58,35,31,27,24,12,77,70,7,50,71,0,73,75,86,66,100,79,38,58,68,67,89,43,0,85,41,20,79,56,73,30,53,6,74,48,36,42,42,64,72,88,62,55,0,21,14,100,74,72,83,76,88,81,27,0
2005-10,91,84,64,40,68,38,56,62,80,37,57,62,15,83,40,85,27,64,43,89,65,47,67,41,68,67,36,67,70,60,48,89,65,48,89,41,71,72,1,67,84,47,84,37,45,62,76,70,77,61,81,77,80,63,64,20,88,34,39,39,60,51,26,40,36,62,8,76,72,33,79,70,12,76,63,83,52,76,83,59,53,99,82,48,65,34,17,16,98,45,62,72,76,37,81,22,73,78,84,38,71,95,72,56,67,82,80,75,60,52,43,33,77,60,72,25,27,85,29,70,72,43,73,82,85,35,60,19,71,53,57,49,75,100,60,82,49,53,80,7,8,47,63,81,8,13,80,24,65,70,70,88,73,23,60,94,79,60,43,62,56,67,34,77,70,40,75,77,60,22,65,72,0,47,38,78,46,68,46,74,72,91,61,30,78,0,17,32,85,34,65,94,17,66,70,74,84,53,37,93,88,39,7,72,77,71,78,52,73,79,75,85,65,58,93,81,75,40,82,82,57,75,79,31,70,30,73,80,49,36,40,71,87,63,38,89,70,78,33,69,57,84,86,42,63,25,0,26,20,74,36,80,79,82,92,12,58,100,15,62,52,20,76,54,65,98,67,87,13,54,69,19,88,51,79,64,78,64,73,75,26,77,60,67,45,82,60,3,20,35,62,84,41,74,70,28,6,59,0,87,6,65,67,78,0,82,53,76,46,42,68,61,72,92,67,81,16,68,72,68,74,62,81,78,42,39,44,54,57,63,17,83,70,52,63,83,15,70,54,68,61,48,71,86,85,71,66,49,0,77,76,43,27,66,25,31,53,33,53,12,45,88,72,56,42,88,38,17,97,70,28,70,91,75,65,37,38,37,51,82,90,74,74,30,26,78,57,35,1,82,54,45,76,18,88,75,70,78,80,61,39,63,42,30,11,22,12,70,89,8,61,76,0,90,72,69,55,61,85,39,50,53,65,86,47,0,85,62,20,75,56,53,33,57,7,66,44,37,23,23,66,82,85,63,52,0,12,15,90,72,74,78,77,91,81,59,0
2005-11,75,64,60,43,58,50,55,62,80,34,65,66,14,83,42,81,31,59,41,83,43,51,79,51,52,67,36,66,68,59,55,96,55,46,85,44,95,67,1,65,84,66,88,33,41,59,78,55,71,62,87,72,81,67,64,20,87,34,35,38,56,68,30,62,40,60,9,80,60,37,77,63,17,65,48,94,50,73,83,54,47,97,87,54,61,31,17,14,83,30,48,74,75,31,73,22,74,60,89,91,51,78,71,55,68,79,65,66,39,55,57,29,74,58,73,27,38,80,32,60,67,52,73,53,66,40,57,22,64,53,49,42,75,66,60,69,47,45,82,7,10,47,63,69,4,13,77,22,61,72,68,78,80,28,53,100,83,39,22,59,49,60,47,59,82,38,68,77,61,24,60,67,0,41,63,76,59,79,41,71,73,88,41,35,79,0,20,28,92,39,57,94,17,62,74,43,100,43,39,99,83,39,8,67,74,58,73,78,65,90,88,88,65,61,100,74,85,40,80,78,45,67,79,100,69,72,70,77,54,39,40,65,91,56,48,84,69,78,22,60,59,79,68,39,61,38,0,28,23,64,33,43,89,77,51,21,53,65,11,58,55,18,72,68,63,84,47,80,16,42,71,27,84,53,74,54,73,70,72,75,23,78,71,67,28,82,64,5,20,61,59,84,56,78,39,26,0,60,0,79,7,64,75,75,0,88,57,58,31,51,58,50,63,49,63,82,15,54,67,60,73,70,85,47,42,41,38,51,57,68,12,81,69,55,37,53,16,75,57,62,56,48,73,78,79,66,57,58,0,57,77,51,20,63,18,29,69,37,52,11,53,80,63,70,38,91,37,19,81,66,20,69,70,81,58,29,45,40,35,78,64,59,74,33,18,72,55,37,2,82,61,59,78,15,78,66,62,66,84,54,37,77,31,35,9,18,11,62,66,10,42,69,0,86,75,65,49,54,73,42,63,49,74,92,42,0,78,48,20,80,46,51,50,59,6,74,49,34,57,57,63,66,85,77,40,0,17,12,76,71,72,81,76,86,76,53,0
